"","case_id","year2020","continuous_treat","binary_treat","withdraw_school","agri_hours_worked","cereal_consump","roots_consump","nuts_consump","vegetables_consump","meatfish_consump","fruit_consump","milk_consump","fats_consump","sugar_consump","spices_consump","days_ate","religion","own_nonagri_business","perception_food","perception_housing","perception_clothing","perception_healthcare","floods","urban","district","sdate","smonth","syear","poor","upoor","real_annual_consump","real_annual_consump_pc","health_consump","drugs_consump","outpatient_consump","hospitalization_consump","lat","lon","dist_road","dist_popcenter","wetness_index","annual_mean_temp","annual_precipitation","popdensity","ill_2wks","cant_feed_fam"
"2081","303065410014",1,0,0,0,18,7,0,0,7,3,7,0,2,0,7,5.25,"christianity",0,"It was less than adequate for household needs","It was more than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,"rural","Zomba",28,"12",2019,1,0,511681.71875,127920.4296875,0,0,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,0,1
"2082","303065410023",1,0,0,0,42,7,3,2,7,4,7,0,7,7,7,5.25,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,"rural","Zomba",27,"12",2019,0,0,1182414.75,295603.6875,0,0,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,0,0
"2083","303065410031",1,0,0,0,32,7,0,1,7,2,0,0,2,2,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",28,"12",2019,1,0,408642.65625,102160.6640625,615.090698242188,615.090698242188,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,0,1
"2084","303065410036",1,0,0,0,48,7,0,2,5,4,7,0,7,5,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,"rural","Zomba",29,"12",2019,0,0,1377226.75,459075.59375,5535.81640625,5535.81640625,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,1,1
"2085","303065410039",1,0,0,1,68,7,2,2,7,5,7,0,5,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",27,"12",2019,1,0,643732.125,160933.03125,0,0,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,1,1
"2086","303065410043",1,0,0,0,80,7,1,7,5,2,7,0,7,7,7,7,"islam",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was more than adequate for household needs",0,"rural","Zomba",28,"12",2019,0,0,1144331,228866.203125,0,0,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,1,0
"2087","303065410056",1,0,0,0,90,4,0,5,6,3,5,4,7,2,7,7,"islam",0,"It was just adequate for household needs","It was just adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs",0,"rural","Zomba",29,"12",2019,0,0,2207602.5,441520.5,0,0,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,1,1
"2088","303065410060",1,0,0,1,94,7,0,3,7,5,7,0,7,7,7,6.5,"christianity",0,"It was more than adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",28,"12",2019,1,0,830599.875,138433.3125,12301.814453125,0,12301.814453125,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,1,1
"2089","303065410064",1,0,0,1,41,7,0,2,7,4,7,0,7,0,7,6.4,"islam",0,"It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",27,"12",2019,0,0,1772004.625,354400.9375,33385.23046875,738.10888671875,0,32647.123046875,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,1,1
"2090","303065410068",1,0,0,0,73,7,0,1,7,2,7,0,7,0,7,7,"christianity",0,"It was more than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,"rural","Zomba",28,"12",2019,0,0,1377135.875,275427.1875,0,0,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,0,0
"2091","303065410072",1,0,0,0,30,7,7,7,7,6,7,0,5,7,7,7,"islam",0,"It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,"rural","Zomba",27,"12",2019,0,0,1936358.75,645452.9375,0,0,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,0,1
"2092","303065410080",1,0,0,1,44,7,0,1,4,7,7,1,4,5,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba",28,"12",2019,0,0,1173418.75,234683.75,52282.7109375,9226.3603515625,43056.3515625,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,1,1
"2093","303065410089",1,0,0,0,0,7,0,0,5,4,7,0,4,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",27,"12",2019,1,0,558053.375,139513.34375,0,0,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,0,1
"2094","303065410093",1,0,0,0,0,3,0,0,7,3,7,0,3,0,3,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba",27,"12",2019,1,1,485702.5,97140.5,0,0,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,0,1
"2095","303065410099",1,0,0,0,0,7,1,3,6,2,7,0,6,7,7,7,"islam",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was more than adequate for household needs",0,"rural","Zomba",27,"12",2019,0,0,1030497.375,257624.34375,0,0,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,0,1
"2096","303065410103",1,0,0,0,34,7,1,2,7,5,2,0,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",27,"12",2019,0,0,1228397.25,409465.75,1230.18139648438,1230.18139648438,0,0,-15.2645597457886,35.3688087463379,1.5,14.5,16,211,1240,310,1,1
"2097","303065420045",1,0,0,0,0,7,7,2,7,2,0,3,7,7,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,"rural","Zomba",13,"9",2019,1,0,707864.1875,141572.84375,0,0,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,0,0
"2098","303065420079",1,0,0,0,2,7,3,1,4,3,1,0,0,0,4,3.33333333333333,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",14,"9",2019,0,0,582156.1875,194052.0625,0,0,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,0,1
"2099","303065420084",1,0,0,0,0,7,2,4,7,3,0,0,5,6,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",13,"9",2019,0,0,539298.8125,269649.40625,0,0,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,0,1
"2100","303065420089",1,0,0,0,4,7,2,3,3,0,0,0,0,2,7,5.6,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba",14,"9",2019,1,1,298183.53125,59636.70703125,0,0,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,0,1
"2101","303065420098",1,0,0,0,0,7,2,3,7,2,0,0,0,0,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba",15,"9",2019,1,1,231261.09375,77087.03125,0,0,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,0,1
"2102","303065420154",1,0,0,0,0,7,1,1,7,1,0,0,7,1,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",13,"9",2019,0,0,490620.71875,245310.359375,13087.4423828125,13087.4423828125,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,1,1
"2103","303065420189",1,0,0,0,0,7,2,3,5,2,0,0,7,1,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",12,"9",2019,1,0,730253.375,146050.671875,9815.5810546875,9815.5810546875,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,0,1
"2104","303065420196",1,0,0,0,54,7,1,1,7,1,0,0,7,3,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",12,"9",2019,1,1,648831.5,81103.9375,0,0,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,0,1
"2105","303065420223",1,0,0,0,0,7,2,2,7,4,1,0,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",15,"9",2019,0,0,670865.125,223621.703125,6543.72119140625,6543.72119140625,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,1,1
"2106","303065420234",1,0,0,0,0,7,4,4,7,2,1,0,6,4,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",12,"9",2019,0,0,722706.0625,240902.015625,1177.86975097656,1177.86975097656,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,1,1
"2107","303065420237",1,0,0,0,4,7,0,2,7,2,3,0,7,4,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",12,"9",2019,1,0,995186.875,165864.484375,30705.15234375,6543.72119140625,19631.162109375,4530.2685546875,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,1,1
"2108","303065420249",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"2109","303065420270",1,0,0,0,0,7,2,1,5,2,0,0,2,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",15,"9",2019,1,0,1002757.0625,143251.015625,5889.34912109375,5889.34912109375,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,1,1
"2110","303065420293",1,0,0,0,30,7,2,3,7,1,0,0,1,0,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",12,"9",2019,1,1,376267.625,75253.5234375,3926.23266601562,3926.23266601562,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,1,1
"2111","303065420311",1,0,0,0,0,7,0,2,7,2,0,0,2,0,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",15,"9",2019,1,0,431444.5,107861.125,1308.744140625,1308.744140625,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,1,1
"2112","303065420331",1,0,0,0,0,7,3,2,7,3,0,0,5,0,7,7,"islam",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",14,"9",2019,0,0,453118.65625,226559.328125,6543.72119140625,6543.72119140625,0,0,-15.3196601867676,35.4185600280762,2.70000004768372,13.6000003814697,13,220,1241,500,0,1
"2113","303075430005",1,0,0,0,59,7,0,0,5,1,0,0,2,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",23,"3",2020,0,0,537111.0625,179037.015625,0,0,0,0,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,1,1
"2114","303075430013",1,0,0,0,73,5,2,2,3,2,0,0,6,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",28,"3",2020,0,0,786124.5,196531.125,0,0,0,0,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,0,1
"2115","303075430020",1,0,0,1,16,6,0,1,5,0,2,0,0,7,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",28,"3",2020,1,1,505599,63199.875,11412.09375,0,0,11412.09375,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,0,1
"2116","303075430029",1,0,0,0,0,7,0,2,5,1,1,0,2,3,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",23,"3",2020,1,1,705212.5625,100744.6484375,8083.56689453125,0,0,8083.56689453125,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,1,1
"2117","303075430037",1,0,0,0,8,7,0,2,7,5,7,0,7,4,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",23,"3",2020,0,0,771137.5625,257045.859375,1236.31018066406,1236.31018066406,0,0,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,1,1
"2118","303075430052",1,0,0,1,136,7,0,3,7,3,7,0,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",24,"3",2020,0,0,1208354,172622,1854.46533203125,1854.46533203125,0,0,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,0,1
"2119","303075430059",1,0,0,1,54,7,1,1,7,1,2,0,7,2,7,6.46153846153846,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",23,"3",2020,1,1,1278420.875,98340.0703125,82832.78125,8654.171875,74178.609375,0,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,1,1
"2120","303075430066",1,0,0,0,8,7,2,0,7,4,6,2,3,2,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",23,"3",2020,0,0,966536,193307.203125,2472.62036132812,0,2472.62036132812,0,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,0,1
"2121","303075430073",1,0,0,0,0,7,0,5,4,0,2,0,5,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",24,"3",2020,0,0,751563.4375,250521.140625,5230.54296875,0,0,5230.54296875,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,0,1
"2122","303075430080",1,0,0,0,0,7,1,1,7,0,1,0,7,1,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",24,"3",2020,0,0,527808.1875,175936.0625,5563.39599609375,5563.39599609375,0,0,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,1,1
"2123","303075430087",1,0,0,1,12,7,0,0,6,0,0,0,0,7,7,4,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",23,"3",2020,1,1,516055.25,73722.1796875,0,0,0,0,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,0,1
"2124","303075430095",1,0,0,0,70,7,0,0,7,3,5,0,7,7,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",23,"3",2020,0,0,752098.5625,752098.5625,0,0,0,0,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,1,1
"2125","303075430102",1,0,0,1,3,7,0,1,5,1,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",28,"3",2020,1,1,590494,98415.6640625,0,0,0,0,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,1,1
"2126","303075430109",1,0,0,0,30,7,1,0,4,7,1,0,7,4,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",23,"3",2020,0,0,1005759.125,251439.78125,51829.92578125,24726.203125,24726.203125,2377.51953125,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,0,1
"2127","303075430116",1,0,0,0,0,7,0,0,7,1,0,0,4,3,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",24,"3",2020,0,0,379413.28125,189706.640625,12363.1015625,12363.1015625,0,0,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,1,1
"2128","303075430123",1,0,0,0,8,7,0,0,6,6,1,0,2,4,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",28,"3",2020,1,0,477798.09375,159266.03125,0,0,0,0,-15.3873596191406,35.0263595581055,12,30.5,16,237,986,210,1,1
"2129","303075440020",1,1,1,0,0,7,2,7,7,1,7,0,3,2,7,5.75,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",22,"6",2019,1,0,607101.4375,151775.359375,0,0,0,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,1,1
"2130","303075440034",1,1,1,0,0,7,7,3,7,4,3,0,6,4,7,5.5,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",20,"6",2019,1,0,630059.4375,157514.859375,0,0,0,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,1,0
"2131","303075440052",1,1,1,0,0,7,3,2,7,6,1,0,7,2,7,2.33333333333333,"islam",0,"It was more than adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs",1,"rural","Zomba",19,"6",2019,0,0,1113980.25,371326.75,1388.53442382812,1388.53442382812,0,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,1,0
"2132","303075440056",1,1,1,1,1,7,0,2,7,1,3,0,4,0,7,7,"islam",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,"rural","Zomba",19,"6",2019,1,0,802614.25,114659.1796875,0,0,0,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,1,1
"2133","303075440067",1,1,1,1,85,7,3,7,7,1,7,0,5,2,7,7,"islam",0,"It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",19,"6",2019,1,0,1288484.625,161060.578125,13885.3447265625,6942.67236328125,6942.67236328125,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,1,1
"2134","303075440070",1,1,1,1,24,7,0,4,7,0,7,0,0,1,7,6.22222222222222,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",19,"6",2019,1,1,423695.53125,47077.28125,5554.1376953125,5554.1376953125,0,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,1,1
"2135","303075440071",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"2136","303075440073",1,1,1,1,0,7,4,4,7,2,7,0,4,2,7,7,"christianity",0,"It was more than adequate for household needs","It was just adequate for household needs","It was more than adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",19,"6",2019,0,0,1576735.875,315347.1875,40160.6875,30547.7578125,0,9612.9306640625,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,1,1
"2137","303075440097",1,1,1,0,0,7,2,3,7,1,0,0,7,3,7,6,"christianity",0,"It was just adequate for household needs","It was more than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",22,"6",2019,0,0,1003315.625,334438.53125,5874.56884765625,0,0,5874.56884765625,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,0,1
"2138","303075440106",1,1,1,1,0,5,4,3,3,3,0,0,3,4,1,5,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",20,"6",2019,0,0,1129860.875,282465.21875,152738.78125,0,152738.78125,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,1,1
"2139","303075440123",1,1,1,0,0,4,2,2,7,1,0,0,5,4,6,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba",19,"6",2019,0,0,772961.4375,257653.8125,1388.53442382812,1388.53442382812,0,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,1,1
"2140","303075440134",1,1,1,0,89,7,2,7,7,5,4,0,7,7,7,7,"islam",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",20,"6",2019,0,0,2598868,324858.5,104140.078125,31242.025390625,72898.0546875,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,1,1
"2141","303075440166",1,1,1,0,42,7,7,7,7,0,0,0,7,7,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",21,"6",2019,0,0,642280,642280,0,0,0,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,0,1
"2142","303075440171",1,1,1,0,36,5,5,4,2,3,2,0,5,7,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was more than adequate for household needs",0,"rural","Zomba",20,"6",2019,0,0,1176151.25,392050.40625,0,0,0,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,0,1
"2143","303075440173",1,1,1,0,0,7,1,3,4,2,4,0,0,1,6,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",21,"6",2019,0,0,412338.53125,412338.53125,0,0,0,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,0,1
"2144","303075440199",1,1,1,1,0.5,7,1,5,7,1,1,0,7,1,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",21,"6",2019,1,1,614337.5,87762.5,0,0,0,0,-15.3899297714233,35.174430847168,12.1999998092651,14.6000003814697,14,227,1082,230,1,1
"2145","303075450001",1,0,0,0,97,7,0,2,7,1,7,0,3,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",11,"12",2019,1,0,537684.75,107536.953125,0,0,0,0,-15.4468402862549,35.0949592590332,11.1000003814697,24.2000007629395,18,229,1036,130,0,0
"2146","303075450011",1,0,0,0,10,4,0,1,4,0,0,0,0,0,4,4,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",12,"12",2019,0,0,196917.859375,196917.859375,0,0,0,0,-15.4468402862549,35.0949592590332,11.1000003814697,24.2000007629395,18,229,1036,130,1,1
"2147","303075450014",1,0,0,0,60,7,0,0,7,3,7,0,2,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,"rural","Zomba",13,"12",2019,1,1,437829.75,72971.625,0,0,0,0,-15.4468402862549,35.0949592590332,11.1000003814697,24.2000007629395,18,229,1036,130,0,1
"2148","303075450016",1,0,0,1,91,7,0,1,7,1,0,0,2,0,3,5.83333333333333,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",23,"12",2019,1,1,448146.84375,74691.140625,0,0,0,0,-15.4468402862549,35.0949592590332,11.1000003814697,24.2000007629395,18,229,1036,130,0,1
"2149","303075450019",1,0,0,0,9,7,0,2,7,0,4,0,1,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",11,"12",2019,1,1,222134.859375,55533.71484375,0,0,0,0,-15.4468402862549,35.0949592590332,11.1000003814697,24.2000007629395,18,229,1036,130,0,1
"2150","303075450021",1,0,0,0,0,7,1,2,3,1,5,0,4,1,5,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",11,"12",2019,1,0,659555.3125,164888.828125,0,0,0,0,-15.4468402862549,35.0949592590332,11.1000003814697,24.2000007629395,18,229,1036,130,1,1
"2151","303075450030",1,0,0,0,0,7,0,1,7,3,3,0,7,0,6,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was more than adequate for household needs",0,"rural","Zomba",11,"12",2019,1,1,759726.3125,94965.7890625,0,0,0,0,-15.4468402862549,35.0949592590332,11.1000003814697,24.2000007629395,18,229,1036,130,1,1
"2152","303075450033",1,0,0,0,125,7,3,5,6,5,7,0,7,0,7,7,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba",13,"12",2019,0,0,1162381.125,193730.1875,0,0,0,0,-15.4468402862549,35.0949592590332,11.1000003814697,24.2000007629395,18,229,1036,130,0,1
"2153","303075450041",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"2154","303075450058",1,0,0,0,0,7,0,1,1,4,1,0,7,0,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba",13,"12",2019,1,0,465223.40625,155074.46875,0,0,0,0,-15.4468402862549,35.0949592590332,11.1000003814697,24.2000007629395,18,229,1036,130,1,1
